hire_ref;booked_on;depot;region;asset_ref;asset_name;hire_days;day_rate_gbp;account_ref;status;delivered
H103055;09/12/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;2;152.31;ACC0114;completed;Y
H103056;03/11/2023;Bristol Depot;South West;PB-15;Powered Barrow;2;40.78;ACC0066;completed;Y
H103057;04/03/2024;Norwich Depot;East;SF-TOW;Site Tower Light;3;56.14;ACC0040;completed;Y
H103058;08/06/2023;Leeds Depot;North;HD-BRK;Hydraulic Breaker;3;61.31;ACC0144;completed;Y
H103059;28/01/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;2;82.04;ACC0205;completed;N
H103060;01/09/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;3;20.88;ACC0199;completed;Y
H103061;01/04/2023;Leeds Depot;North;WP-02;Water Pump 2in;2;22.57;ACC0015;completed;Y
H103062;07/04/2023;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;1;79.73;ACC0023;completed;Y
H103063;17/02/2024;Leeds Depot;North;WP-02;Water Pump 2in;1;21.85;ACC0120;completed;N
H103064;03/07/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;1;73.63;ACC0041;completed;N
H103065;14/05/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;-2;33.92;ACC0153;cancelled;Y
H103066;18/05/2023;Norwich Depot;East;SF-TOW;Site Tower Light;1;52.79;ACC0039;completed;N
H103067;07/11/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;2;23.63;ACC0162;completed;Y
H103068;08/05/2024;Bristol Depot;South West;WP-02;Water Pump 2in;3;24.29;;completed;Y
H103069;13/08/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;3;50.27;ACC0259;completed;Y
H103070;07/07/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;14;21.52;ACC0155;completed;Y
H103071;03/04/2024;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;2;36.59;ACC0193;completed;Y
H103072;24/09/2024;Cardiff Depot;Wales;SF-TOW;Site Tower Light;1;55.02;ACC0239;completed;Y
H103073;05/11/2024;Norwich Depot;East;HD-BRK;Hydraulic Breaker;14;63.51;ACC0032;completed;Y
H103074;15/03/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;1;76.37;ACC0196;completed;Y
H103075;12/10/2024;Bristol Depot;South West;PB-15;Powered Barrow;2;39.09;ACC0117;completed;Y
H103076;29/04/2023;Bristol Depot;South West;WP-02;Water Pump 2in;1;24.09;ACC0241;completed;Y
H103077;12/03/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;1;50.53;ACC0193;completed;Y
H103078;05/09/2023;Norwich Depot;East;WP-02;Water Pump 2in;1;21.82;ACC0105;completed;Y
H103079;15/06/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;5;35.77;ACC0240;completed;Y
H103080;02/04/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;3;32.92;ACC0195;completed;Y
H103081;12/08/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;1;92.35;;completed;Y
H103082;18/08/2024;Leeds Depot;North;EX-140;13T Excavator;2;306.69;ACC0012;completed;Y
H103083;01/02/2024;Bristol Depot;South West;EX-140;13T Excavator;1;333.43;;open;Y
H103084;27/03/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;-14;36.08;ACC0084;cancelled;N
H103085;03/10/2023;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;1;68.96;ACC0075;completed;Y
H103086;04/10/2023;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;2;143.52;ACC0146;completed;Y
H103087;16/08/2024;Glasgow Depot;Scotland;EX-140;13T Excavator;1;310.8;ACC0127;open;Y
H103088;01/07/2023;Norwich Depot;East;CM-350;Concrete Mixer 350L;1;32.55;ACC0135;completed;Y
H103089;28/09/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;7;36.02;ACC0108;completed;Y
H103090;15/11/2024;Bristol Depot;South West;DM-09;Diesel Dumper 9T;5;156.23;ACC0026;completed;Y
H103091;04/07/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;1;34.8;ACC0053;completed;N
H103092;19/11/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;28;21.68;ACC0128;completed;N
H103093;30/09/2024;Leeds Depot;North;TL-01;Telehandler 4m;14;190.48;ACC0071;completed;Y
H103094;10/11/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;14;138.08;ACC0113;completed;Y
H103095;13/08/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;14;36.2;ACC0072;completed;N
H103096;06/02/2024;Norwich Depot;East;WP-02;Water Pump 2in;1;22.65;ACC0179;completed;Y
H103097;22/09/2024;Bristol Depot;South West;SF-TOW;Site Tower Light;1;54.29;ACC0009;completed;Y
H103098;11/05/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;5;84.72;ACC0128;completed;Y
H103099;03/01/2024;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;1;62.75;ACC0007;completed;Y
H103100;07/11/2023;Leeds Depot;North;SF-TOW;Site Tower Light;3;51.6;ACC0199;completed;Y
H103101;15/10/2023;Norwich Depot;East;WP-02;Water Pump 2in;2;21.02;ACC0100;completed;N
H103102;05/11/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;2;36.57;ACC0132;completed;Y
H103103;23/05/2023;Norwich Depot;East;WP-02;Water Pump 2in;2;21.55;ACC0044;completed;Y
H103104;19/04/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;2;22.91;ACC0078;completed;Y
H103105;19/02/2024;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;14;32.15;;completed;Y
H103106;18/02/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;2;21.66;ACC0115;completed;Y
H103107;13/07/2024;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;1;59.79;ACC0212;completed;Y
H103108;18/04/2024;Leeds Depot;North;WP-02;Water Pump 2in;7;23.71;ACC0242;completed;Y
H103109;17/06/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;7;34.11;ACC0137;completed;Y
H103110;03/07/2024;Cardiff Depot;Wales;EX-140;13T Excavator;2;287.94;ACC0091;completed;Y
H103111;11/03/2024;Norwich Depot;East;PB-15;Powered Barrow;2;41.39;ACC0133;completed;Y
H103112;25/12/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;1;20.82;ACC0179;completed;Y
H103113;06/12/2023;Bristol Depot;South West;WP-02;Water Pump 2in;1;22.77;;completed;Y
H103114;17/10/2023;Bristol Depot;South West;GEN-60;60kVA Generator;3;97.72;ACC0195;completed;N
H103115;11/07/2023;Glasgow Depot;Scotland;HD-BRK;Hydraulic Breaker;1;64.98;ACC0202;completed;Y
H103116;16/05/2024;Glasgow Depot;Scotland;TL-01;Telehandler 4m;7;198.59;ACC0029;completed;Y
H103117;06/10/2023;Leeds Depot;North;GEN-60;60kVA Generator;2;92.34;ACC0081;completed;Y
H103118;22/02/2024;Bristol Depot;South West;WP-02;Water Pump 2in;14;23.72;ACC0022;completed;N
H103119;26/06/2024;Cardiff Depot;Wales;EX-140;13T Excavator;5;291.91;ACC0191;completed;Y
H103120;25/04/2024;Norwich Depot;East;PB-15;Powered Barrow;1;39.54;ACC0079;completed;Y
H103121;11/01/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;2;36.05;ACC0105;completed;Y
H103122;26/05/2023;Norwich Depot;East;WP-02;Water Pump 2in;2;23.15;;completed;Y
H103123;02/06/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;5;34.51;ACC0139;completed;Y
H103124;21/09/2023;Leeds Depot;North;PB-15;Powered Barrow;1;43.86;ACC0089;completed;N
H103125;05/03/2024;Norwich Depot;East;WP-02;Water Pump 2in;5;22.11;ACC0211;completed;Y
H103126;03/12/2024;Glasgow Depot;Scotland;TL-01;Telehandler 4m;-1;182.68;ACC0203;cancelled;N
H103127;25/06/2023;Leeds Depot;North;WP-02;Water Pump 2in;3;23.82;ACC0224;completed;Y
H103128;16/10/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;1;35.53;ACC0054;open;Y
H103129;30/12/2024;Cardiff Depot;Wales;EX-140;13T Excavator;2;298.3;ACC0062;completed;Y
H103130;19/09/2024;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;1;139.62;ACC0005;open;Y
H103131;25/10/2023;Leeds Depot;North;DM-09;Diesel Dumper 9T;2;150.81;ACC0207;completed;Y
H103132;23/07/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;1;68.19;ACC0094;completed;Y
H103133;15/05/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;-5;49.45;ACC0069;cancelled;Y
H103134;26/09/2023;Norwich Depot;East;SF-TOW;Site Tower Light;3;48.37;ACC0099;completed;Y
H103135;26/03/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;14;23.46;ACC0129;completed;N
H103136;28/07/2023;Bristol Depot;South West;WP-02;Water Pump 2in;1;23.31;ACC0257;completed;Y
H103137;06/02/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;3;76.01;ACC0033;completed;Y
H103138;21/12/2024;Leeds Depot;North;GEN-60;60kVA Generator;1;94.46;ACC0204;completed;Y
H103139;23/08/2024;Norwich Depot;East;WP-02;Water Pump 2in;3;22.37;ACC0064;completed;N
H103140;24/09/2024;Bristol Depot;South West;SC-22;Scissor Lift 22ft;3;76.11;;completed;Y
H103141;21/08/2023;Norwich Depot;East;PB-15;Powered Barrow;5;43.73;ACC0015;completed;Y
H103142;16/10/2023;Glasgow Depot;Scotland;PB-15;Powered Barrow;3;41.89;ACC0158;completed;Y
H103143;06/07/2024;Norwich Depot;East;GEN-60;60kVA Generator;3;89.22;ACC0085;completed;Y
H103144;29/10/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;-2;78.59;ACC0098;cancelled;Y
H103145;12/11/2024;Leeds Depot;North;SF-TOW;Site Tower Light;-1;54.87;ACC0165;cancelled;Y
H103146;24/03/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;1;93.85;ACC0094;completed;N
H103147;20/12/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;2;32.82;ACC0161;completed;N
H103148;14/11/2023;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;1;75.48;ACC0147;completed;Y
H103149;26/07/2023;Bristol Depot;South West;SF-TOW;Site Tower Light;5;51.28;ACC0063;completed;Y
H103150;20/08/2023;Norwich Depot;East;HD-BRK;Hydraulic Breaker;3;65.01;ACC0004;completed;Y
H103151;04/03/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;1;33.62;ACC0166;completed;Y
H103152;04/04/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;3;34.74;ACC0206;completed;Y
H103153;19/05/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;2;35.61;ACC0114;completed;Y
H103154;29/01/2024;Glasgow Depot;Scotland;GEN-60;60kVA Generator;2;94.98;;completed;Y
H103155;27/09/2023;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;1;32.49;ACC0259;completed;Y
H103156;31/08/2023;Norwich Depot;East;GEN-60;60kVA Generator;1;93.33;ACC0020;open;Y
H103157;24/11/2023;Leeds Depot;North;SC-22;Scissor Lift 22ft;5;74.31;ACC0083;completed;Y
H103158;27/12/2024;Norwich Depot;East;HD-BRK;Hydraulic Breaker;1;60.06;ACC0026;completed;Y
H103159;17/09/2024;Glasgow Depot;Scotland;GEN-60;60kVA Generator;-1;90.67;ACC0016;cancelled;Y
H103160;15/12/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;2;91.08;ACC0022;completed;Y
H103161;29/10/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;2;21.9;ACC0165;completed;N
H103162;28/07/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;2;35.08;;completed;Y
H103163;11/04/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;3;60.8;ACC0092;completed;Y
H103164;15/12/2023;Leeds Depot;North;SC-22;Scissor Lift 22ft;7;76.33;ACC0216;completed;Y
H103165;14/05/2024;Glasgow Depot;Scotland;EX-140;13T Excavator;2;314.46;ACC0183;completed;Y
H103166;27/04/2024;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;3;33.17;ACC0161;completed;Y
H103167;27/11/2023;Norwich Depot;East;EX-140;13T Excavator;3;301.03;ACC0060;completed;N
H103168;21/11/2023;Norwich Depot;East;EX-140;13T Excavator;1;326.57;ACC0065;completed;Y
H103169;21/07/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;2;36.62;ACC0174;open;Y
H103170;21/12/2024;Bristol Depot;South West;GEN-60;60kVA Generator;1;91.26;ACC0239;completed;Y
H103171;09/02/2024;Norwich Depot;East;HD-BRK;Hydraulic Breaker;2;67.84;ACC0168;completed;Y
H103172;06/09/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;1;79.41;ACC0011;completed;Y
H103173;28/08/2023;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;1;62.27;ACC0202;completed;Y
H103174;28/12/2023;Norwich Depot;East;DM-09;Diesel Dumper 9T;2;154.32;;completed;N
H103175;30/11/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;3;32.14;ACC0014;completed;Y
H103176;05/03/2024;Bristol Depot;South West;EX-140;13T Excavator;1;291.96;ACC0015;completed;Y
H103177;10/10/2024;Bristol Depot;South West;PB-15;Powered Barrow;3;42.86;ACC0210;completed;Y
H103178;27/05/2023;Norwich Depot;East;PB-15;Powered Barrow;1;41.6;;completed;Y
H103179;01/10/2024;Bristol Depot;South West;DM-09;Diesel Dumper 9T;2;146.72;ACC0003;completed;Y
H103180;21/06/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;1;21.41;ACC0108;open;Y
H103181;18/11/2023;Cardiff Depot;Wales;EX-140;13T Excavator;2;297.96;ACC0163;completed;Y
H103182;22/04/2024;Bristol Depot;South West;WP-02;Water Pump 2in;-7;24.28;ACC0026;cancelled;Y
H103183;26/10/2024;Leeds Depot;North;DM-09;Diesel Dumper 9T;1;139.4;ACC0053;completed;Y
H103184;28/06/2024;Cardiff Depot;Wales;TL-01;Telehandler 4m;1;196.13;;open;N
H103185;28/06/2024;Glasgow Depot;Scotland;GEN-60;60kVA Generator;7;99.39;ACC0122;completed;N
H103186;03/12/2024;Bristol Depot;South West;SF-TOW;Site Tower Light;1;54.14;;completed;Y
H103187;09/07/2023;Cardiff Depot;Wales;EX-140;13T Excavator;7;314.73;ACC0088;completed;Y
H103188;19/11/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;1;33.06;ACC0069;completed;Y
H103189;20/07/2023;Leeds Depot;North;WP-02;Water Pump 2in;2;21.3;ACC0146;completed;Y
H103190;21/08/2023;Norwich Depot;East;TL-01;Telehandler 4m;2;200.43;ACC0174;completed;Y
H103191;26/06/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;14;21.31;ACC0107;completed;Y
H103192;09/01/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;1;82.45;ACC0096;completed;N
H103193;05/05/2024;Glasgow Depot;Scotland;HD-BRK;Hydraulic Breaker;1;61.02;ACC0016;completed;N
H103194;27/07/2024;Bristol Depot;South West;WP-02;Water Pump 2in;14;23.38;;completed;Y
H103195;18/03/2024;Norwich Depot;East;DM-09;Diesel Dumper 9T;7;153.24;ACC0128;completed;Y
H103196;04/03/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;1;54.05;ACC0178;completed;Y
H103197;04/06/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;-3;22.57;ACC0180;cancelled;Y
H103198;08/07/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;1;50.96;ACC0054;completed;N
H103199;04/02/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;2;93.46;ACC0184;completed;Y
H103200;12/06/2023;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;3;155.98;ACC0238;completed;Y
H103201;25/04/2024;Leeds Depot;North;TL-01;Telehandler 4m;7;186.77;ACC0005;completed;Y
H103202;08/10/2023;Norwich Depot;East;SF-TOW;Site Tower Light;2;52.43;ACC0201;completed;N
H103203;04/03/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;1;78.7;ACC0128;completed;Y
H103204;29/03/2024;Glasgow Depot;Scotland;GEN-60;60kVA Generator;1;93.92;ACC0194;completed;N
H103205;02/07/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;7;81.39;ACC0236;completed;Y
H103206;18/02/2024;Norwich Depot;East;PB-15;Powered Barrow;1;39.42;ACC0068;completed;Y
H103207;28/02/2024;Cardiff Depot;Wales;HD-BRK;Hydraulic Breaker;2;64.6;ACC0116;completed;N
H103208;14/02/2024;Norwich Depot;East;WP-02;Water Pump 2in;3;22.44;;completed;Y
H103209;29/06/2023;Leeds Depot;North;CM-350;Concrete Mixer 350L;1;32.6;ACC0073;completed;Y
H103210;20/12/2023;Bristol Depot;South West;CM-350;Concrete Mixer 350L;1;33.62;;completed;Y
H103211;07/08/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;2;90.08;ACC0007;open;Y
H103212;03/10/2023;Norwich Depot;East;GEN-60;60kVA Generator;2;101.91;;completed;Y
H103213;17/01/2024;Glasgow Depot;Scotland;HD-BRK;Hydraulic Breaker;2;60.87;ACC0201;completed;Y
H103214;11/08/2024;Bristol Depot;South West;GEN-60;60kVA Generator;3;99.53;ACC0208;completed;Y
H103215;31/01/2024;Norwich Depot;East;HD-BRK;Hydraulic Breaker;2;59.82;ACC0123;completed;N
H103216;16/05/2024;Cardiff Depot;Wales;PB-15;Powered Barrow;1;39.04;ACC0118;completed;Y
H103217;04/02/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;5;21.76;ACC0100;completed;Y
H103218;20/12/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;2;21.53;ACC0039;completed;Y
H103219;20/06/2023;Leeds Depot;North;DM-09;Diesel Dumper 9T;-1;135.32;;cancelled;Y
H103220;09/09/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;1;75.91;;completed;N
H103221;25/06/2024;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;14;143.82;;completed;Y
H103222;23/06/2023;Cardiff Depot;Wales;SF-TOW;Site Tower Light;28;55.09;;completed;Y
H103223;28/11/2023;Norwich Depot;East;HD-BRK;Hydraulic Breaker;1;68.67;ACC0005;completed;Y
H103224;04/06/2024;Bristol Depot;South West;EX-140;13T Excavator;1;290.38;ACC0160;completed;Y
H103225;03/06/2023;Norwich Depot;East;TL-01;Telehandler 4m;14;191.99;ACC0004;completed;Y
H103226;17/07/2024;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;2;32.35;ACC0013;completed;Y
H103227;15/05/2024;Glasgow Depot;Scotland;EX-140;13T Excavator;3;323.18;ACC0096;completed;Y
H103228;21/08/2023;Glasgow Depot;Scotland;HD-BRK;Hydraulic Breaker;1;59.36;ACC0093;completed;Y
H103229;01/12/2023;Bristol Depot;South West;TL-01;Telehandler 4m;2;175.54;ACC0089;completed;Y
H103230;10/03/2024;Norwich Depot;East;SF-TOW;Site Tower Light;14;55.09;;completed;Y
H103231;29/07/2024;Norwich Depot;East;TL-01;Telehandler 4m;28;190.54;ACC0235;completed;Y
H103232;29/12/2023;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;1;138.06;ACC0079;completed;N
H103233;14/06/2024;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;2;54.38;ACC0170;open;Y
H103234;24/05/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;7;23.57;ACC0034;completed;N
H103235;21/08/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;1;34.17;;completed;Y
H103236;22/11/2023;Glasgow Depot;Scotland;WP-02;Water Pump 2in;2;22.79;ACC0172;completed;Y
H103237;12/09/2023;Cardiff Depot;Wales;GEN-60;60kVA Generator;3;95.61;ACC0225;completed;Y
H103238;11/02/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;1;22.47;ACC0257;completed;Y
H103239;17/12/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;14;135.75;ACC0237;completed;Y
H103240;15/08/2024;Cardiff Depot;Wales;DM-09;Diesel Dumper 9T;7;139.07;ACC0249;completed;Y
H103241;17/08/2023;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;14;31.78;ACC0197;completed;Y
H103242;21/07/2023;Norwich Depot;East;PB-15;Powered Barrow;-3;38.92;ACC0044;cancelled;Y
H103243;21/11/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;1;92.73;ACC0103;completed;Y
H103244;10/09/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;5;20.76;ACC0164;completed;Y
H103245;21/02/2024;Norwich Depot;East;CM-350;Concrete Mixer 350L;1;32.98;ACC0209;completed;Y
H103246;05/09/2023;Leeds Depot;North;SC-22;Scissor Lift 22ft;1;82.38;ACC0044;completed;N
H103247;02/08/2023;Glasgow Depot;Scotland;HD-BRK;Hydraulic Breaker;5;62.59;ACC0096;completed;Y
H103248;27/03/2024;Norwich Depot;East;EX-140;13T Excavator;28;326.03;ACC0228;completed;Y
H103249;06/06/2024;Cardiff Depot;Wales;CM-350;Concrete Mixer 350L;2;35.57;ACC0090;completed;Y
H103250;18/06/2024;Leeds Depot;North;WP-02;Water Pump 2in;1;20.8;ACC0063;completed;Y
H103251;13/08/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;-7;81.93;ACC0033;cancelled;Y
H103252;29/05/2023;Cardiff Depot;Wales;WP-02;Water Pump 2in;-1;22.48;ACC0251;cancelled;Y
H103253;13/08/2024;Cardiff Depot;Wales;SC-22;Scissor Lift 22ft;3;82.32;ACC0170;completed;Y
H103254;28/10/2023;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;28;33.06;;completed;N
H103255;26/09/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;7;34.93;ACC0108;completed;Y
H103256;08/08/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;5;76.76;ACC0054;completed;Y
H103257;31/12/2024;Norwich Depot;East;WP-02;Water Pump 2in;14;23.88;ACC0186;completed;Y
H103258;24/08/2023;Leeds Depot;North;GEN-60;60kVA Generator;2;96.33;ACC0009;completed;Y
H103259;14/05/2023;Norwich Depot;East;SF-TOW;Site Tower Light;1;53.16;ACC0122;completed;N
H103260;29/05/2023;Glasgow Depot;Scotland;SF-TOW;Site Tower Light;2;49.54;ACC0128;completed;Y
H103261;18/07/2023;Norwich Depot;East;CM-350;Concrete Mixer 350L;1;35.52;ACC0032;open;Y
H103262;04/08/2023;Glasgow Depot;Scotland;GEN-60;60kVA Generator;3;96.12;ACC0231;completed;N
H103263;27/08/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;5;76.78;ACC0112;completed;Y
H103264;11/05/2023;Leeds Depot;North;WP-02;Water Pump 2in;2;23.38;ACC0150;completed;Y
H103265;31/03/2024;Leeds Depot;North;CM-350;Concrete Mixer 350L;5;32.76;ACC0139;open;Y
H103266;11/07/2023;Leeds Depot;North;SF-TOW;Site Tower Light;1;48.12;ACC0082;completed;Y
H103267;15/12/2024;Norwich Depot;East;SC-22;Scissor Lift 22ft;2;77.71;ACC0230;completed;Y
H103268;06/03/2024;Leeds Depot;North;WP-02;Water Pump 2in;2;23.3;ACC0030;completed;N
H103269;23/10/2024;Glasgow Depot;Scotland;DM-09;Diesel Dumper 9T;3;138.96;ACC0071;completed;Y
H103270;12/04/2023;Leeds Depot;North;WP-02;Water Pump 2in;1;21.16;ACC0224;completed;Y
H103271;04/08/2024;Leeds Depot;North;WP-02;Water Pump 2in;1;22.18;ACC0236;open;Y
H103272;04/10/2023;Norwich Depot;East;GEN-60;60kVA Generator;14;92.74;ACC0053;completed;N
H103273;12/07/2024;Cardiff Depot;Wales;GEN-60;60kVA Generator;1;89.27;;completed;Y
H103274;15/11/2024;Norwich Depot;East;GEN-60;60kVA Generator;1;101.25;ACC0145;completed;N
H103275;11/09/2024;Cardiff Depot;Wales;WP-02;Water Pump 2in;3;22.48;ACC0123;completed;Y
H103276;14/03/2024;Glasgow Depot;Scotland;SC-22;Scissor Lift 22ft;-14;74.53;ACC0232;cancelled;Y
H103277;23/12/2024;Bristol Depot;South West;EX-140;13T Excavator;1;303.58;ACC0066;completed;N
H103278;02/01/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;5;32.73;ACC0231;completed;Y
H103279;01/10/2024;Norwich Depot;East;PB-15;Powered Barrow;-1;43.12;ACC0183;cancelled;Y
H103280;15/04/2023;Norwich Depot;East;SC-22;Scissor Lift 22ft;1;75.44;;completed;Y
H103281;14/01/2024;Norwich Depot;East;DM-09;Diesel Dumper 9T;5;149.19;ACC0215;open;Y
H103282;29/10/2024;Bristol Depot;South West;HD-BRK;Hydraulic Breaker;1;64.04;ACC0018;completed;Y
H103283;09/09/2024;Leeds Depot;North;SC-22;Scissor Lift 22ft;2;84.52;ACC0221;completed;Y
H103284;01/05/2023;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;-1;32.36;ACC0083;cancelled;N
H103285;07/11/2024;Bristol Depot;South West;CM-350;Concrete Mixer 350L;3;32.01;ACC0133;completed;N
H103286;28/06/2023;Glasgow Depot;Scotland;HD-BRK;Hydraulic Breaker;2;65.6;;completed;Y
H103287;19/04/2024;Glasgow Depot;Scotland;TL-01;Telehandler 4m;3;189.9;ACC0147;completed;Y
H103288;29/04/2023;Leeds Depot;North;TL-01;Telehandler 4m;2;200.74;ACC0149;completed;Y
H103289;27/08/2023;Norwich Depot;East;EX-140;13T Excavator;1;301.23;ACC0240;completed;Y
H103290;29/07/2024;Glasgow Depot;Scotland;GEN-60;60kVA Generator;7;93.99;ACC0060;completed;N
H103291;26/10/2023;Glasgow Depot;Scotland;CM-350;Concrete Mixer 350L;14;35.55;ACC0211;completed;Y
H103292;26/01/2024;Norwich Depot;East;EX-140;13T Excavator;14;321.26;ACC0253;completed;Y
H103293;24/09/2024;Leeds Depot;North;TL-01;Telehandler 4m;-1;176.89;;cancelled;Y
H103294;29/10/2024;Glasgow Depot;Scotland;WP-02;Water Pump 2in;-1;23.84;ACC0007;cancelled;Y
H103295;23/07/2024;Glasgow Depot;Scotland;PB-15;Powered Barrow;1;39.16;ACC0085;completed;Y
